Ticker,Name,Exchange
F668Z.PA,DAX/COBA P-WTS 16,PAR
721396.TWO,,TWO
F970Z.PA,,PAR
P835C.LS,,
Q645C.AS,,
Q394S.NX,,
043663.TW,,TAI
040086.TW,,
28KWZ.BR,,
FY39B.AS,,AMS
25796.HK,UBHSCEI@EC1609B,HKG
F976Z.PA,,PAR
OR-WT.TO,,TOR
G044Z.BR,,
QBELOB-A.A,,
54A650.KS,,
6353H.AS,EUR/USD/GOSA CT,AMS
91811.ST,SB/SEB 23,STO
31494851.VI,CLZ7/RCB 17 ZT,VIE
041836.TW,,
K979C.AS,AEX/CITI WT OPEN,AMS
UI036J.MI,,
04048P.TW,,TAI
Z877B.PA,ESILO/BNP WT 16,PAR
036291.TW,,
0563C.PA,DANON/CITI P-WT,PAR
720241.TWO,,TWO
10358.HK,UB-N225@EC1603A,HKG
18738.HK,CS-ZTE @EC1512A,HKG
66970-OL.HK,HS#GEG  RP1611A,HKG
CQ47G.PA,ESTX/ING P-WT OPEN,PAR
H072S.PA,,PAR
1041H.AS,AEX/GOSA CT,AMS
C157S.PA,,
042901.TW,,TAI
EUGB.MI,ETFS LONG GBP SHORT EUR,MIL
2787Z.PA,VALOU5.054TS OPENZ,PAR
BRAW.SI,,SES
042136.TW,,TAI
T348C.AS,,AMS
C662S.PA,,PAR
H984S.PA,EADS/SG P-WT 16,PAR
1706Z.PA,,
HI12G.AS,UNIBL/ING WT OPEN,AMS
038689.TW,,
R343C.AS,,AMS
K403Z.BR,,
X42785.TI,EUR/BRL/BNPP ARBI18,TLO
4529S.PA,,PAR
4011Z.PA,,PAR
Y174N.AS,BMW/RBS WTS,AMS
R680C.AS,,
Y629B.PA,,
UI179M.MI,,MIL
ETC020.F,F2X SILBER/COBA ZT,FRA
VOL5I-130SWE.ST,,
31082369.VI,SX5E/RCB 17 ZT,VIE
9103H.AS,,AMS
VRTKOA-A,,
F995Z.PA,,PAR
67678-OL.HK,HS#HSI  RC1610I,HKG
5142C.PA,VALOU/CITI P-WT,PAR
1683Z.BR,LR/COBA P-WTS 16,BRU
V580B.PA,,PAR
08495P.TW,,
G342Z.PA,,
EX25G.PA,,
Z752G.AS,AEX/ING WT OPEN,AMS
LH13C1511A.BK,,
W551B.PA,TECHNICOLOR/BNP WT,PAR
2683T.PA,,PAR
5055Z.LS,,
J922Z.PA,,
UI115N.MI,,
Z643B.PA,,
NYW354.MI,,
31525899.VI,,
NOK6L-60NDS.ST,,
BMNW.SI,CSC W201229^,SES
UI762M.MI,,MIL
G350Z.PA,,
A799B.PA,,PAR
26023.HK,MB-CMOB@EC1608B,HKG
L461Z.PA,VK/COBA WTS 16,PAR
08685P.TW,,TAI
035643.TW,,
N617C.AS,,AMS
U867Z.PA,,PAR
15BVZ.BR,MT/COBA CT,BRU
9137H.AS,,AMS
22191-OL.HK,UB-GOME@EC1512B,HKG
042518.TW,,TAI
63807-OL.HK,EA#HKEX RC1511A,HKG
4106C.PA,,PAR
EON3Z.LS,EONLIND/COBA CT,LIS
89WWZ.AS,,AMS
2349T.PA,QIAGE/UCB P-WT OPEN,PAR
8144H.AS,,AMS
SULKOC-A,SUPARETAIL MINI L,ASX
A280S.PA,,
S369S.PA,IPSOS/SG WT 16,PAR
041582.TW,,TAI
QANSRU-A.A,,
59AGZ.BR,,
9136H.AS,,AMS
62U7Z.BR,HEINK/COBA WT OPEN,BRU
719992.TWO,,TWO
W247B.PA,,PAR
318223.KL,,
05705P.TW,,
SEB_1439W.ST,,
XPLA.L,PLATINUM/DB 60,LSE
7S43Z.PA,UCB/COBA CT,PAR
G959S.PA,,PAR
I02561.TI,G/BANCA IMI 18,TLO
F886S.PA,,
58AH53.KS,,
Q147C.AS,RESEA/CITI P-WT,AMS
OZIZG.IS,,
1948Z.PA,,PAR
65421-OL.HK,CS#HSI  RP1509Q,HKG
Y791N.PA,SANOF/RBS WT OPEN,PAR
GI71B.AS,,AMS
719431.TWO,,TWO
089350.TW,,
18577.HK,HSCSA50@EP1703A,HKG
57A953.KS,,
UI410F.MI,,
J455Z.BR,,
TSTE6O---9NDS.HE,,
SCA6B-255SHB.ST,,
62839.HK,UB_HSI  RC1610E,HKG
GAISE.IS,,
LB0N9Z.F,2.25 LBBW 18,FRA
Q851Z.PA,,
TASC13C1608A.BK,,SET
20577-OL.HK,HSTENCT@EC1510C,HKG
7780H.AS,EUR/USD/GOSA CT,AMS
4731Z.PA,,
041003.TW,,
710612.KL,,KLS
043341.TW,,TAI
FO36G.AS,,
X848B.NX,,
57AG07.KS,,
J635B.PA,,PAR
8310S.PA,CFOUR/SG P-WT OPEN,PAR
28691455.AS,AEX/GOSA WT OPEN,AMS
31083057.VI,ROG/RCB OPT 17,VIE
8977C.PA,,PAR
X786B.PA,,PAR
Q081Z.NX,,
Q946C.AS,,AMS
Z163B.NX,,
6044H.AS,INT/GOSA CT,AMS
I02474.MI,"BI MS0,1SLC4,8E050916",MIL
Q524S.PA,,PAR
S939G.AS,,
M049B.PA,EADS/BNP WT 18,PAR
67761.HK,SG_HSI  RP1604Y,HKG
5623C.PA,ARCMI/CITI P-WT 16,PAR
62409.HK,SG_HSI  RC1611H,HKG
TLSISO-A,,
B248S.PA,,
17727.HK,BPCP&CC@EC1511A,HKG
F840Z.PA,MT/COBA CT 16,PAR
26022054.VI,WIE/ERSTEGR OPT,VIE
X735B.PA,APPLE/BNP P-WT OPEN,PAR
10335-OL.HK,JP-N225@EC1512A,HKG
030940.TW,,
UI673M.MI,,
C589S.PA,,
G791Z.BR,,
G772Z.PA,AF/COBA P-WTS 16,PAR
720229.TWO,,TWO
J413Z.PA,AF/COBA WTS 16,PAR
4056Z.PA,,PAR
18845-OL.HK,MB-NCI @EC1510A,HKG
FZ83B.AS,,AMS
17WZZ.BR,,BRU
040065.TW,,
26686732.VI,FACC/RCB 16 ZT,VIE
V008B.PA,,PAR
2940623.VI,SBOX/RCENB ZT,VIE
51VXZ.AS,,
58A371.KS,,
UI944M.MI,"UCLKD0,01SLC140A141216",MIL
31225853.VI,VLA/RCB 17 ZT,VIE
H972S.PA,,PAR
45MJ.L,0.46 BCCL/BARCLAY16,LSE
031429.TW,,
S518S.PA,,PAR
32XQZ.BR,,BRU
4X44Z.PA,,
LB0WVU.F,LBBW 19,FRA
D323C.LS,,
FY32B.AS,DL/BNP WT OPEN,AMS
AL0511.MI,,MIL
63492-OL.HK,JP#HSCEIRC1703A,HKG
31525841.VI,,
RIOSWO-A,,
7881H.AS,EUR/USD/GOSA CT,AMS
V768B.PA,,
Z300B.PA,CFOUR/BNP P-WT 17,PAR
036992.TW,,
07292P.TW,,
H085S.PA,,PAR
041339.TW,,
034733.TW,,
Q122C.AS,DAX/CITI P-WT OPEN,AMS
0867S.PA,GOLD/SG WT OPEN,PAR
E986Z.PA,,
7766H.AS,,AMS
UI759M.MI,,
CBG01P1601A.BK,,
X983B.PA,NEOPO/BNP WT 16,PAR
M622B.PA,,PAR
69040-OL.HK,SG#TENCTRC1601A,HKG
1732S.PA,ALPHABET/SG P-WT 16,PAR
72MLZ.BR,FUR/COBA CT,BRU
67228-OL.HK,BP#HSI  RC1512V,HKG
031339.TW,,
Z568B.PA,,PAR
96WZZ.AS,,AMS
K901B.PA,,
Q319C.AS,,AMS
L511Z.PA,,PAR
TRUE01C1608A.BK,,SET
043815.TW,,TAI
Q050Z.PA,,
W318B.PA,,PAR
HF37B.AS,DAX/BNP WT OPEN,AMS
FM53G.AS,,
ERI6C-80NDS.ST,,
G421Z.PA,,
G998S.PA,,PAR
MINISERICAVA18.ST,ERICB/MS WTS,STO
66S8Z.BR,,
6416C.PA,VALEO/CITI WT 16,PAR
QRNKOZ-A.A,,
1793C.PA,RENAU/CITI P-WT,PAR
HE57B.AS,,AMS
U039C.AS,APPLE/CITI P-WT,AMS
A1NZLL.F,COPPER//ETFS HEDGED,FRA
033848.TW,,
19WIZ.AS,,AMS
31815481.VI,,
HC99B.AS,BE SEMICONDU/BNP WT,AMS
X353B.PA,,PAR
61571-OL.HK,CS#HSI  RC1609A,HKG
92XDZ.BR,RDSA/COBA WT OPEN,BRU
K665Z.PA,TWITTER/COBA WT,PAR
J500Z.BR,,BRU
L456Z.PA,,
Z635B.PA,,PAR
1592Z.PA,,PAR
04233P.TW,,TAI
57AF29.KS,,
OV4A4W.TI,BASKET/UCB 18 CT,TLO
ER30G.AS,,
041699.TW,,TAI
76LBZ.AS,,AMS
J628Z.PA,,
31106252.VI,VIG/RCB ZT,VIE
6070S.PA,,
BULL-DISNEY-X3-N.,,
L493Z.PA,CO/COBA P-WTS 16,PAR
041666.TW,,TAI
X352B.PA,VEOLI/BNP P-WT OPEN,PAR
87KO.L,,
036997.TW,,
043731.TW,,TAI
31106246.VI,,
X460B.PA,,
K404Z.BR,,BRU
60172-OL.HK,HS#HSI  RP1606J,HKG
Q384C.AS,,
H274S.PA,CAC40/SG P-WT 16,PAR
28883351.VI,VOE/ERSTEGR P-OPT,VIE
Z468B.PA,ALPHABET /BNP WT 17,PAR
718955.TWO,,TWO
GQ38B.AS,,AMS
CS73G.AS,,
X194B.PA,VIE/BNP CT 17,PAR
R210C.AS,DBANK/CITI WT OPEN,AMS
F429Z.PA,,
61956-OL.HK,UB#FTA50RC1603E,HKG
38BHZ.BR,,
ETN023.DE,TECDAXF/COBA ETN,GER
A1DFSF.F,MSFX/ETFS FOREIGN,FRA
5982H.AS,UG/GOSA CT,AMS
S911B.PA,CAC40/BNP WT OPEN,PAR
24228.HK,MB-HSBC@EC1608A,HKG
039833.TW,,
2349T.NX,,
2147Z.PA,,
HD62B.AS,,AMS
X581B.PA,,PAR
MQGXOP-A,,ASX
6730T.PA,,
6848C.PA,EADS/CITI WT OPEN,PAR
UI313M.MI,,MIL
038897.TW,,
M700B.PA,RENAU/BNP WT 16,PAR
VAIPO.IS,,
V114Z.LS,DAX/COBA P-WTS 16,LIS
N558C.AS,,AMS
69262-OL.HK,UB#CMB  RC1601A,HKG
ING_SIF_RDX9.ST,,
CF67G.AS,,AMS
KBAN13C1606A.BK,,SET
GAIFO.IS,,
03162P.TW,,TAI
M204B.PA,,PAR
HH79G.AS,,AMS
042787.TW,,TAI
BOL5J-165NDS.ST,,
28631033.VI,ATX/RCB OPT 17,VIE
V330B.PA,,PAR
8338C.PA,EDF/CITI P-WT 16,PAR
3036504.VI,SBOXAE/RCENB ZT,VIE
I105S.PA,RENAU/SG P-WT 16,PAR
F759Z.PA,,
21MLZ.AS,MT/COBA CT,AMS
USGB.L,ETFS Foreign Exchange Limited - ETFS Short USD Long GBP,LSE
X363B.PA,,PAR
A167S.PA,,PAR
HMB6L-360NDS.ST,HMB/NORD WTS 16,STO
X446N.AS,ALSTOM/RBS WTS,AMS
IVL01C1606A.BK,,SET
Q677C.AS,,AMS
X499B.PA,GETSA/BNP WT OPEN,PAR
27927305.VI,RHI/ERSTEGR P-OPT,VIE
W406B.PA,PUBLI/BNP P-WT OPEN,PAR
8841S.PA,PEPSICO IN/SG WT 16,PAR
116082.L,,
Y307B.PA,,PAR
Q522C.AS,SANOF/CITI WT OPEN,AMS
BA18G.AS,,AMS
UI595M.MI,"UCEUS500,001SLC2800A160916",MIL
L063Z.BR,,BRU
31349316.VI,F3LDTE/RCB ZT,VIE
UI677M.MI,"UCUSAMZN0,01SLC500A141216",MIL
GI69B.AS,USJPY/BNP P-WT OPEN,AMS
58AH04.KS,,KSC
X71443.TI,,
A854S.PA,EURUSD/SG WT 16,PAR
49BSZ.BR,,
23718.HK,JPHSCEI@EC1607B,HKG
Q561C.NX,,
X84746.TI,,TLO
ICA6F-320SHB.ST,,STO
NH1513.MI,,
FO10G.PA,,
V327B.PA,STMIC/BNP WT OPEN,PAR
62110-OL.HK,CS#HSI  RP1511C,HKG
Z041B.PA,,
U887Z.BR,,BRU
ITD01P1606A.BK,,SET
30911583.VI,BRN/RCB ZT,VIE
Q046Z.NX,,
H174S.PA,CAC40/SG WT 16,PAR
F704Z.PA,,
X493B.PA,,PAR
26469595.VI,VOW3/RCB OPT 16,VIE
28015854.VI,,
NABWOQ-A,,
2110S.PA,TALES/SG WT 16,PAR
SXB608RDC004.MX,,MEX
1939Z.PA,GET/COBA CT,PAR
USIEI.IS,,
8019C.PA,KER/CITI WT OPEN,PAR
L545Z.PA,,
Z115B.NX,,
7063T.PA,,PAR
H211S.PA,CAC40/SG WT 16,PAR
YARW16N330DNM.OL,,
GQ34B.AS,EURCAD/BNP P-WT,AMS
T246B.PA,BOUYG/BNP WT 16,PAR
7161C.PA,PEUGO/CITI WT OPEN,PAR
0663C.PA,EADS/CITI P-WT OPEN,PAR
J678Z.PA,,PAR
042374.TW,,TAI
UI806M.MI,,
043964.TW,,TAI
040370.TW,,
7735H.AS,,AMS
5697Z.LS,JMART/COBA WT 16,LIS
FTDBF.IS,,
1106Z.BR,EUR/USD/COBA PWTS16,BRU
J996B.PA,,
X611B.PA,,PAR
60899.HK,JP_HSBC RC1711A,HKG
Z638B.PA,,PAR
Q980C.AS,,AMS
Q450S.NX,,
Q395C.AS,,AMS
UI983M.MI,,MIL
H082S.PA,,PAR
DZ1KBU.F,2.6 DZB 20 E 8781,FRA
065036.KL,,
12577.HK,SC-CCB @EC1604A,HKG
3616T.PA,TWITTER/UCB P-WT 16,PAR
69551-OL.HK,HS#CCB  RP1610A,HKG
Q565C.AS,BMW/CITI P-WT OPEN,AMS
J710B.PA,FB/BNP P-WT OPEN,PAR
041466.TW,,TAI
UI679E.MI,,
ABB6R-145NDS.ST,,STO
30752563.VI,,
Z810B.NX,,
Q900C.AS,,AMS
21901.HK,EAJIANC@EC1603A,HKG
G799Z.BR,,
3393S.PA,BRN6U/SG WT 16,PAR
041205.TW,,
UI008N.MI,"UCNOKIA0,1021SLC5,8779A141216",MIL
GR43G.PA,ESTX  3155TPIOPENG,PAR
U915Z.PA,,PAR
K965Z.PA,,
Q699C.AS,AEX/CITI WT OPEN,AMS
RIOLOW-A.A,,
X369B.PA,YAHOO/BNP WT OPEN,PAR
S5001C1605A.BK,,SET
57B314.KS,,
TUIZY.IS,,
X88086.TI,,TLO
J841Z.PA,,PAR
042611.TW,,TAI
K685Z.PA,,
45CMZ.BR,,BRU
V577B.NX,,
58AE05.KS,,
06738P.TW,,
95YO.L,BASKET/RBS 17 REG-S,LSE
Y891B.PA,,PAR
G366Z.PA,,
26044691.VI,,
58AG21.KS,,KSC
129395.L,,
24765425.VI,BAS/RCB 16 ZT,VIE
15JY.L,,
VOL6N-75NDS.ST,,
9572T.PA,,
97AKZ.BR,,
MNDKOC-A,,
Q270C.AS,,
UI606M.MI,,MIL
1888Z.BR,,BRU
2796S.PA,,PAR
8J97Z.PA,,
1015Z.PA,,PAR
08507P.TW,,
041780.TW,,TAI
29840-OL.HK,SGAMCS3@EC1511A,HKG
OZDME.IS,,
Q790C.AS,,AMS
UI105N.MI,"UCTESMOT0,01SLP150A140916",MIL
P694B.PA,,PAR
9819C.PA,NASDA/CITI P-WT 16,PAR
I02519.MI,,MIL
Y270B.PA,,PAR
M353B.PA,,PAR
X179B.NX,,
25976.HK,UBTENCT@EC1612C,HKG
DM1D7X.MI,,MIL
1696Z.PA,GOOG/COBA P-WTS 16,PAR
8781S.PA,,PAR
Z773B.PA,EURUSD/BNP P-WT,PAR
Q271C.AS,,
E154G.PA,AIRFR/ING WT OPEN,PAR
041316.TW,,
24700-OL.HK,JP-CCB @EC1603B,HKG
Q115C.AS,,AMS
MQGMOB-A,,
58AG39.KS,,KSC
Q241C.AS,,
031734.TW,,
TEL6D-80NDS.ST,,
X792B.PA,,
Q318S.PA,,PAR
72157P.TWO,,TWO
VADPO.IS,,
Z567B.PA,TOTAL/BNP WT 17,PAR
Z329B.PA,,PAR
26688125.VI,IIA/RCB OPT 16,VIE
040060.TW,,
69415.HK,JP_HSI  RP1603B,HKG
9489T.PA,,PAR
Z248B.PA,,PAR
62272-OL.HK,JP#HSI  RC1603R,HKG
X088B.PA,,PAR
UI635M.MI,"UCFTMIB0,0001SLC20000A181116",MIL
31525802.VI,SGL/ERSTEGR OPT,VIE
23780-OL.HK,MB-HKEX@EC1602B,HKG
Z276Z.LS,,
7084CF.KL,,
C656S.PA,,PAR
718239.TWO,,
55A062.KS,,
G890S.PA,,
F874Z.PA,GLE/COBA CT 16,PAR
30752509.VI,,
X33338.TI,BSKT/SECURASSET 19,TLO
Q026N.AS,TOPI/RBS WT OPEN,AMS
58A287.KS,,
F869S.PA,,PAR
55A022.KS,,
V892B.PA,EURUSD/BNP WT 16,PAR
57B203.KS,,KSC
034846.TW,,
VAIRA.IS,,
X11886.TI,,TLO
SWMKOT-A,,
040849.TW,,
92U7Z.AS,USG PEOPLE/COBA WT,AMS
L440Z.PA,ILD/COBA P-WTS 16,PAR
Q503C.AS,ING/CITI P-WT OPEN,AMS
28542791.VI,NILSY/RCB 16 ZT,VIE
043625.TW,,TAI
X26019.TI,EUR/BNPPAI CT.19,TLO
DZ640M.TI,,TLO
GSI_46610.ST,,
J087Z.PA,,
22937608.VI,,
31086423.VI,NOVN/RCB ZT,VIE
03101P.TW,,TAI
21639-OL.HK,MB-HKEX@EC1607C,HKG
X841B.NX,,
F702Z.PA,,
3780T.PA,BOUYG/UCB P-WT 16,PAR
HI38G.AS,,AMS
CSLISB-A,CSL UBSSEP16I,ASX
2264H.AS,EUR/USD/GOSA CT,AMS
4403Z.PA,12.58 CGG/COBA 16,PAR
A871S.PA,EURUSD/SG P-WT 16,PAR
HA16G.AS,RDSA/ING P-WT OPEN,AMS
UI877M.MI,,MIL
5350C.PA,TF1/CITI WT OPEN,PAR
1576Z.PA,,PAR
45HP.L,BARCLAYS/BARCLAYS21,LSE
041672.TW,,TAI
1615Z.PA,,
J056Z.PA,,
2135S.PA,PX1/SG P-WT OPEN,PAR
F818Z.PA,BNP/COBA CT 16,PAR
22BVZ.AS,,AMS
043838.TW,,TAI
V121Z.LS,NDX/COBA WTS 16,LIS
034895.TW,,
089553.TW,,
FA12G.AS,DELTA LLOY/ING P-WT,AMS
63901.HK,UB_HSI  RP1601Z,HKG
037831.TW,,
037834.TW,,
Z655Z.LS,,LIS
042272.TW,,TAI
ETN052.F,F4X NDX/COBA ZT,FRA
23675-OL.HK,UB-BYD @EC1601A,HKG
UL5LZ.AS,UL5LZ/COBA CT,AMS
75MMZ.AS,,AMS
4614H.AS,,
P502B.PA,,
29058297.VI,CEZ/ERSTEGR 16 ZT,VIE
K751B.PA,,
043859.TW,,TAI
31525904.VI,,
LB0MAJ.BE,3.15 LBBW 17,BER
J470Z.BR,,
6374T.PA,CAC40/UCB P-WT 16,PAR
57AG31.KS,,
X816B.PA,,PAR
041800.TW,,
SAWA23C1605A.BK,,SET
SSA7I-55SWE.ST,,
4486434.VI,OMV/ESPK ZT,VIE
F998Z.PA,BRENT28.49TL OPENZ,PAR
F703S.PA,DAIML/SG WT OPEN,PAR
60843-OL.HK,UB#HSI  RC1607P,HKG
EW75G.AS,,
92157.L,,
76CAZ.AS,,AMS
041793.TW,,
7771H.AS,ESTX  3348TRSOPENH,AMS
EPG01C1607A.BK,,SET
TAHKOD-A,,
MINILVOLVAVA17.ST,VOLVB/MS WTS,STO
043093.TW,,TAI
8919S.PA,,PAR
BT50B.AS,,AMS
43MAZ.BR,EADS/COBA P-WT OPEN,BRU
3243N.AS,AIRFR/RBS WT OPEN,AMS
1421C.PA,,PAR
043973.TW,,TAI
I02500.MI,,
F537Z.AS,DAX/COBA CT,AMS
31238836.VI,ZAG/ERSTEGR P-OPT,VIE
HE55B.AS,,AMS
A1ZRU0.MU,USD/JPY/SWEDIS18VRN,MUN
4638G.PA,,PAR
G835Z.BR,,BRU
I571C.AS,MICHAEL K/CITI P-WT,AMS
2145T.PA,AIRFR/UCB P-WT OPEN,PAR
A834S.PA,,
28551006.VI,VIG/ERSTEGR P-OPT,VIE
X41357.TI,BSKT/SECURASSET 18,TLO
6942C.PA,,PAR
AL70B.AS,UNIBL/BNP WT OPEN,AMS
ABWWUSA7C_SWE.ST,,
23787.HK,SG-HSI @EC1601H,HKG
Y344B.PA,CAC40/BNP WT 16,PAR
089440.TW,,
V249B.PA,,
X80831.TI,AUSTRIA 25 VRN ,TLO
UI776M.MI,"UCBP0,1348SLC7,4194A151216",MIL
030825.TW,,
DM3RPE.MI,DBEUS50CCPBON132%CB3040E131117,MIL
P134B.PA,,
C660S.PA,,
584E24.KS,,
UI341M.MI,"UCENI0,1SLP14A151216",MIL
042196.TW,,TAI
D643S.PA,,
Q323S.NX,,
035312.TW,,
UI609M.MI,,MIL
8191C.PA,SP500/CITI WT OPEN,PAR
K863Z.PA,,
I241C.AS,,
57AG48.KS,,KSC
041738.TW,,
26XBZ.AS,TWTR/COBA CT,AMS
Q94267.MI,MPSEUR03MEXCAP3P310317,MIL
G908S.PA,,
6741S.PA,FR/SG WTS,PAR
HD68B.AS,EURCAD/BNP P-WT,AMS
P387B.PA,,
Z608B.PA,TOTAL/BNP WT 17,PAR
J694B.PA,CAGRI/BNP WT OPEN,PAR
65907.HK,UB_HSI  RP1604N,HKG
T279B.PA,,PAR
67912-OL.HK,MB#HSI  RP1509E,HKG
55A064.KS,,
25820125.VI,,
QANSWG-A.A,,
X126B.NX,,
96WUZ.BR,,BRU
043784.TW,,TAI
718676.TWO,,TWO
62331.HK,UB_HSI  RC1704G,HKG
Q312S.NX,,
J082B.PA,,PAR
27680269.VI,,
3483S.PA,DAX/SG P-WT 16,PAR
7106C9.KL,,KLS
ETN007.F,DAXFSI/COBA ETN,FRA
3856T.PA,,PAR
C203N.AS,GBL/RBS WT OPEN,AMS
U873Z.PA,BOLLO/COBA WT OPEN,PAR
042539.TW,,TAI
GA92B.AS,DL/BNP WT OPEN,AMS
P993N.AS,,
F597Z.PA,,PAR
1740S.PA,APPLE/SG WT 16,PAR
73MLZ.AS,,AMS
QH11C1601A.BK,,
HH05B.AS,UCB S/BNP P-WT OPEN,AMS
R955C.AS,,AMS
UI004N.MI,"UCNIKE0,02SLC60A141216",MIL
UI029N.MI,"UCPST0,1SLP4A151216",MIL
BULL-LOOM-X3-N.ST,,
24634225.VI,BASKET/RCB 20 ZT,VIE
22727549.VI,ZIL2/ERSTEGR P-OPT,VIE
M702B.PA,EADS/BNP P-WT 16,PAR
034180.TW,,
038402.TW,,
3470S.PA,DAX/SG P-WT 16,PAR
I164C.AS,,
X41217.TI,AAL/SECURASSET 18,TLO
UI921K.MI,"UCSP5000,001SLP1600A160916",MIL
A881S.PA,,
3603T.PA,,PAR
4226T.PA,PORSH/UCB WT 16,PAR
GD36B.AS,LINKEDIN C/BNP P-WT,AMS
036810.TW,,
UI069L.MI,,MIL
G773Z.BR,AI/COBA WTS 16,BRU
X001B.PA,AKE/BNP CT 17,PAR
Q206K.PA,,
EQ27B.AS,,
Q728C.AS,AEX/CITI WT OPEN,AMS
9460T.PA,CAC40/UCB P-WT OPEN,PAR
UI557M.MI,,
Z427B.PA,UNIBL/BNP WT 16,PAR
3CFL.MI,ETFS 3X DAILY LONG COFFEE,MIL
6300C.PA,,PAR
035429.TW,,
8352N.AS,,
63206.HK,HS_CNOOCRP1602B,HKG
G667Z.PA,,
SEC5V-120NDS.ST,,
J937S.PA,,PAR
8874S.PA,AIRFR/SG WT OPEN,PAR
SWMJOP-A,SEVENWEST IMINI,ASX
X190B.NX,,
X501B.PA,GETSA/BNP WT OPEN,PAR
LB0VEV.F,LBBW 20 VAR,FRA
4R28Z.PA,,PAR
8614C.PA,ESILO/CITI P-WT,PAR
6721S.PA,ORA/SG WTS,PAR
M568N.AS,XAG/RBS CT,AMS
041118.TW,,
03360C.TW,,TAI
24LVZ.AS,ESTX/COBA P-WT OPEN,AMS
X618G.NX,,
UI853M.MI,,
71972P.TWO,,
037297.TW,,
61010.HK,HS_FTA50RC1612A,HKG
P646B.PA,,
8249C.PA,AXA/CITI P-WT 16,PAR
6533T.PA,VINCI/UCB P-WT 16,PAR
J917G.AS,,
M074S.PA,,PAR
HLB1XS.F,HELABA 30 VAR,FRA
12822-OL.HK,BP-HSBC @EC1512,HKG
Q868C.AS,,AMS
14464137.VI,,
041326.TW,,
S5001P1602B.BK,,
3659S.PA,,
21KAZ.BR,EUUSD1.052TL OPENZ,BRU
Y806B.PA,,PAR
Z158B.NX,,
Q081Z.PA,,
06298P.TW,,
X10898.TI,ENEL/BNPP ARBITR 19,TLO
23371-OL.HK,CSTENCT@EC1511C,HKG
043613.TW,,TAI
7401G.AS,XAU/ING CT,AMS
LB0P9P.BE,LBBW 18 ,BER
63092.HK,JP_HSI  RC1705A,HKG
J202B.PA,,PAR
V582B.NX,,
G901S.PA,,
Q280K.PA,,
Q509C.AS,KBC/CITI P-WT OPEN,AMS
V531B.PA,PX1/BNP CT 17,PAR
11MK.L,GBB6Y7DS7/HSBC WT22,LSE
54A626.KS,,
XJOWOB-A,,
HD48B.AS,,AMS
J360B.PA,,PAR
W254B.PA,,PAR
3044H.AS,BXO/GOSA CT,AMS
18752.HK,EAKSOFT@EC1602A,HKG
75A593.KS,,
I02568.TI,,
19276.HK,HS-HSI @EC1509C,HKG
HV16E0.HM,Q2D/UCB ZT,HAM
TRUE13P1606A.BK,,SET
03054X.TW,,TAI
27298910.VI,,
F525Z.PA,,
03363C.TW,,
3867C.PA,,
2348Z.PA,VIVEN/COBA P-WT 16,PAR
30875670.VI,F4SRAW/EBS ZT,VIE
12316.HK,SGHEGAN@EC1601A,HKG
8075C.PA,LVMH/CITI WT OPEN,PAR
043002.TW,,TAI
034279.TW,,
GB54B.AS,TWTR 24.86BS OPENB,AMS
31267456.VI,SIE/RCB 17 ZT,VIE
J249Z.PA,,
8789S.PA,,PAR
A133ZU.MU,3LNG/BOOST 62,MUN
31150052.VI,VER/RCB OPT 17,VIE
GN42B.AS,,AMS
KCIEG.IS,,
UI116N.MI,,
M548C.AS,,AMS
N4T155.MI,"BPADJISLML13531,11AB13946E03061",MIL
CBAQOS-A,CWLTH BANK MINI S,ASX
F751Z.PA,,
5326C.PA,,PAR
UI914M.MI,,MIL
LLCSZD-A,LEND LEASE RBSJN18IW,ASX
M158B.PA,,PAR
4644T.PA,VIVEN/UCB P-WT 16,PAR
X272B.PA,,PAR
Z617B.PA,,
719797.TWO,,TWO
AKSOW16P35DNM.OL,,
10RR.L,FTSE/RBS WT16,LSE
OV8A97.TI,,
043073.TW,,TAI
XOP-WTA.V,,VAN
08398P.TW,,
J942Z.PA,,PAR
FZ02B.AS,,AMS
037653.TW,,
EH23B.AS,,
51B064.KS,,
53LAZ.AS,,
X034B.PA,FP/BNP CT 17,PAR
041329.TW,,
720082.TWO,,TWO
0656T.PA,,PAR
H229S.PA,CAC40/SG WT 16,PAR
2563H.AS,BEK/GOSA CT,AMS
J286C.AS,,
71954P.TWO,,
13NL.L,UKX/BARCLAYS BK 17,LSE
F335Z.PA,VALOU/COBA P-WT,PAR
719612.TWO,,TWO
X058B.NX,,
AL0514.MI,,MIL
65449.HK,CS_HSI  RP1604P,HKG
1758Z.PA,GTT/COBA CT,PAR
G407Z.PA,,PAR
V245B.PA,,PAR
CYBKOC-A,CYBG PLC MINI L,ASX
Y956Z.LS,,LIS
UPM6I--17NDS.HE,UPM1V/NORD WTS 16,HEL
GZ29B.AS,BRN6J/BNP WT OPEN,AMS
J497Z.PA,VK/COBA WTS 16,PAR
J092B.PA,,PAR
U305S.PA,,
D280Z.PA,,
BULL-RWE-X3-N.ST,,
9051C.PA,,PAR
Y707B.PA,,PAR
4331T.PA,TECHP/UCB P-WT 16,PAR
4124C.PA,CASIN/CITI WT OPEN,PAR
J070Z.PA,SU/COBA WTS 16,PAR
RBAFE.AS,,AMS
28M8Z.BR,,BRU
031175.TW,,
J245Z.PA,,
JAS24C1608A.BK,,SET
