Ticker,Name,Exchange
A1ZLNE.SG,4.5 NEW ZEALAND 27,STU
HSH4G7.HM,HSH 17 S 1840,HAM
HV2J7R.MU,UCB 19 S1432 VAR,MUN
A1ZYPW.MU,1.45 ZIMMER 17 SRN,MUN
HSH3FZ.HM,HSH 16 S 56 VAR,HAM
WLB46E.DU,1.57 WESTLB 16,DUS
LB0M81.SG,1.625 LBBW 16 S,STU
KTKFMP129GD.BO,KOTAK MAHINDRA MUTUAL FUND - K,BSE
A0A3HZ.BE,DEXIA KO 2E1246VAR,BER
A1A3MZ.F,7.25 ARCOR 17 SRN-S,FRA
A1G66E.DU,8.75 STH AF48 R2048,DUS
96BO.L,2.125 JFC 19  SR,LSE
A1R02E.BE,3.875 HB 20 -S,BER
A1GP86.SG,6.75 WENDEL 18,STU
UU36JG.BE,1.25 UBS 21 REG-S,BER
ECL6NOV13B.BO,ECL6NOV13B,BSE
GBP601.SW,6.5 AB INBEV 17EMTN,EBS
D1MBB6.TI,1.875 KFW 19,TLO
KTKFMP94G.BO,,BSE
A1GTUL.SG,6.875 BES 16,STU
H371J26RG1.BO,HDFC FMP 371D JULY 2013 (1)- R,BSE
HSH3ZB.HM,HSH 16 S1529,HAM
A1GW7Q.BE,2 PHILIP MORRIS 21,BER
SPS13.SW,1.125 SPS AG 18,EBS
A1VGDZ.DU,2.2 EBAY 19 SRN,DUS
A0LQSW.F,2.5 EIB 19 EMTN,FRA
A1A3HB.BE,2.625 US TR NTS 20,BER
USGU51.TI,,
A1Z3GU.F,3.5 OCCID 25 NTS,FRA
A1HF5D.SG,1.2 PRO ONTARIO 18 ,STU
A1GUHF.BE,2.125 US TR NTS 21,BER
A0GVKT.F,4.375 BK OF SCO16-S,FRA
KTKFMP114G.BO,KOTAK MAHINDRA MUTUAL FUND - K,BSE
A1RFB5.MU,PFANDBK 23R15193MTN,MUN
0JSWIPL17C.BO,JSWINV-ZC-17-2-17-PVT,BSE
A1HFD1.BE,3 NIBC BK 16,BER
HV2ABZ.MU,3.5 UCB 20 S 1558,MUN
870PFC20A.BO,PFC-8.70%-14-5-20-PVT,BSE
A1AUYH.HM,5.5 RBS 20 EMTN,HAM
EB0AXS.SG,ERSTE GR 19 A33,STU
NRW21B.MU,0.875 NRW 17 EMTN,MUN
HSH3QY.BE,HSH 16 S 1244 VAR,BER
WLB45W.DU,WESTLB 19 VAR,DUS
A168Z6.BE,2.375 DAIMLER21EMTN,BER
A0JCV8.SG,4.75 LANDW 26 ,STU
A1ZEUK.BE,5.05 VERIZON 34 SRN,BER
A2AALU.F,3.375 KRED 21 MTN,FRA
24852249.VI,2.95 ROBERT BOS39-S,VIE
A0TZRW.F,4.5 US TR BDS 38,FRA
A1GP11.F,5.95 GAP 21 SRN,FRA
A1X3DS.F,7 KRED WIEDE 19EMTN,FRA
US289.SW,1.125 SHELL 17 SRN,EBS
A1ZFE1.F,0.375 US TR NTS 16,FRA
A1GP0X.BE,6.5 KOMMUNALBANK 21,BER
A1HGEF.DU,4.032 VEB FINANCE23,DUS
A1AYMC.HM,3.875 OEBB 25 ,HAM
A168Y4.MU,1.25 KFW 36EMTN-S,MUN
A1Z4RM.BE,3.7 INTEL 25 NTS,BER
DZ07.L,0 UK 23 I-STRIPS,LSE
A1G9K4.MU,2.125 TOTAL 23 EMTN,MUN
18244767.VI,3.5 ALL SPK OE 16,VIE
WGZ624.DU,6.5 WGZ 24 A 645,DUS
A1A2PA.F,2.75 THALES 16 GMTN,FRA
A18X82.F,4.5 APPLE 36 NTS,FRA
A1ZG6Z.F,3.3 WAL-MART 24 SRN,FRA
ICG2.L,6.25 ICG 20 SR,LSE
RU000A0JS298.ME,UK ZARE18 01 BDS VR,MCX
A1HJJK.BE,6 GECC 17 EMTN,BER
A1GMP5.SG,6.5 RABOBANK 16GMTN,STU
95LZ.L,4.75 EXPERI 18 EMTN,LSE
DHY359.HA,DHYP 17S359FRN EMTN,HAN
RU000A0JVBK8.ME,CREDIT EUR 18 S BO8,MCX
A1Z06N.BE,3.9 ORACLE 35 SRN,BER
A1ZQ8K.F,1.875 INT 20 SRN,FRA
A1PGTJ.MU,1.625 PFANDBRF17MTN,MUN
A1HFHQ.DU,5.4 SPAIN 23,DUS
ACAKI.PA,3 CREDIT AGRIC.25,PAR
EU000A1ZR7H3.TI,1.375 EU 29 EMTN -S,TLO
A1G548.DU,3.85 BARRICK 22 SRN,DUS
A1HS2R.BE,6.875 NH HOTELES 19,BER
A1ZB1X.MU,9.25 RABOBK 17 GMTN,MUN
A1ZGFR.BE,8.75 YPF 24 SRN-S,BER
A1HFE1.F,5.43 EBRD 17 GMTN,FRA
A0GZHF.BE,AMERIPRISE66 JRSFRN,BER
RHFLM04A.BO,RHFL-NIFTY-M04-3-7-17-PVT,BSE
A1ZSQN.F,1.55 HARLEY17 MTN-S,FRA
A0NZYP.EX,4.5 NETHERLANDS 17,EUX
A1EWHB.DU,WL BK 16S197FRNEMTN,DUS
A1AYRV.SG,4.5 OSLO KOMMUNE 19,STU
A1ZLDB.SG,5 TOTAL CAP 19 EMTN,STU
10328147.VI,6.125 ENBW 39,VIE
EU937.SW,4.75 D TEL 16 EMTN,EBS
82YM.L,5.625 CIE DE 24,LSE
A1AN2Z.MU,5.125 GS GRP 19EMTN,MUN
21702414.MA,2.5 CAJATRES 16,MAD
A12UGD.DU,WL BK 22 R 346,DUS
A1MLPA.HA,FRANZ HANIEL 18 VRN,HAN
NWB2BK.DU,0.6 NRW BK 20,DUS
HSH4FS.F,HSH 17 S 1791,FRA
844IRFC24.BO,IRFC-8.44%-19-03-2024-BOND,BSE
WLB6FC.DU,4.5 WESTLB 17 MTN,DUS
A1HRVN.MU,1.75 NIBC BANK 18,MUN
A1HR62.SG,4.75 REN 20 EMTN,STU
950MFL16.BO,MFL-9.50%-09-12-16-NCD,BSE
ANSB02-PRO.OL,ANDEBU SPB 19 FRN,OSL
A1MLT1.BE,5.5 KRED WIEDER 22,BER
BN712Z.MU,4.125 BNP 22 REG-S,MUN
195490.BE,8 ARGENTINE 09,BER
94760KMP17E.BO,KMPL-9.4760%-4-9-17-PVT,BSE
LB0CAU.SG,LBBW 16 R 10506 VAR,STU
B:SBIN-N4.NS,STATE BANK OF INDIA,NSI
A0BCKS.DU,5 BELGIUM 35 OLO,DUS
782426.NX,5 ARGENTINA 1907,ENX
HSH34V.HM,HSH 18 S 1718 VAR,HAM
HSH4JJ.HM,HSH 18 S 1884 VAR,HAM
749976.MI,MEDIOB 19,MIL
A1AW6C.BE,7.875 PAN 21 SR 1-S,BER
KMPL310510.BO,KMPL-10.10%-30-11-2020-PVT,BSE
KALCE300612.BO,KALYANPUR-0%-30-06-2012-PVT,BSE
A1GMS1.F,6 QUEENSLAND TR 18,FRA
A1AP9E.SG,6.95 BAHAMAS29NTS-S,STU
LFA122.MU,1.5 LFA 18 R 1122,MUN
46NS.L,DEUTSCHE BK 39 VRN,LSE
ETAHT.NX,2.1 FCE OATI 23,ENX
109370.BE,RUSSIAN 30 REG-S,BER
TGK08.SW,,
A12T2E.DU,1.3 WL BANKR657EMTN,DUS
A1TNF4.SG,BERLIN 21 A 411 VAR,STU
JPM4DB.BE,4.125 JPM 26 SN,BER
A1HKDH.DU,1 GE CAP 17 EMTN-S,DUS
DZ1JL9.BE,DZB 16 E A69 VAR-S,BER
WLB6ZY.SG,WESTLB 17 VAR,STU
A1VJVD.F,3 CME 25 SRN,FRA
BSLFTPJSRN.BO,,BSE
A1HE5W.SG,4.25 RABO 18 GMTN,STU
A1AQ3Q.BE,11.125 LBG 20 CV-S,BER
NWB2DX.DU,NRW BK 26 A 2DX MTN,DUS
D0MFJX.TI,4.125 KFW 17  MTN,TLO
OBOBA05-PRO.OL,OBOSBANKEN 17 FRN,OSL
XS0982711714.TI,4.75 PETROBRAS 25,TLO
ONT09.SW,3.375 ONTARIO 19,EBS
0BFL18J.BO,BFL-ZC-20-11-18-PVT,BSE
A1HELN.F,3.75 BBVA 18 GMTN-S,FRA
A0DXAN.F,4.25 TELEKOM 17EMTN,FRA
A1ZVTR.SG,0.5 FCE OAT 25,STU
401647.BE,0 NSW TREASURY 20,BER
A12UF3.F,1.35 IKB 18,FRA
A1ASGV.HA,5 IRELAND 20,HAN
0YGRPL27.BO,YGRPL-ZC-23-4-27-PVT,BSE
A1HJL0.F,4.5 KOMMUNAL 23 MTN,FRA
WLB6SE.F,WESTLB 16,FRA
PUBAB.PA,1.625 PUBLICIS 24,PAR
LB0Y78.SG,0.45 LBBW 19 ,STU
HAA053.SW,2.5 HETA ASS RE 16,EBS
F05211.MI,4.625 RENAULT 16 S,MIL
A0G48T.BE,4.5 POLAND 22 EMTN,BER
18305766.AS,3.25 ING 19 REG-S,AMS
A1A36K.SG,3.875 ORANGE 21EMTN,STU
HSH3RM.F,HICP/HSH 17 VAR,FRA
A1Z16N.MU,2.2 MCDONAL 20SRMTN,MUN
NZD256.SW,4.375 BMWUS 17 EMTN,EBS
WGZ3U1.DU,1.42 WGZ 17 A 714,DUS
A1HA4B.BE,2.875 ENGI 22 SRN-S,BER
A1VLY9.F,2 US TR NTS 22,FRA
A1Z55Z.F,1.5 UK TSY 21,FRA
BONOS381118.MX,8.5 BONOS 18.11.38,MEX
A1HJ9F.F,RAIFFEISEN T1,FRA
DZ358U.F,DZB 16 E 7850 VAR,FRA
A1RET5.F,0.5 KFW 16,FRA
A1ZC2A.SG,5 NAB 21 GMTN,STU
A1ZJ46.DU,ENGIE  OPEN FRN,DUS
A1ZHXC.SG,5.3 CITI 44 NTS,STU
A12UE2.DU,IKB 22,DUS
A18X56.DU,1.5 NORWAY 26 ,DUS
A161V7.DU,1.25 IKB 19,DUS
XS0716979249.TI,4.875 PETROBRAS 18 ,TLO
A1ZKDT.EX,1.65 OESTERR24-144A,EUX
I79283.TI,BCO DESIO 17FB16,TLO
A1HBS0.F,2.5 ORACL 22 SRN,FRA
A1G7S1.MU,0.875 US TR NTS 19,MUN
A1ZHZQ.F,4.625 CONSTELLIU 21,FRA
NWB14N.DU,NRW BK 16 A 14N VAR,DUS
KTKFMP163G.BO,KOTAK MAHINDRA MUTUAL FUND - K,BSE
ICIPB52.BO,ICIC-PB2-19-1-2019,BSE
KTKFMP111G.BO,KOTAK MAHINDRA MUTUAL FUND - K,BSE
A1GZPS.F,6.25 TURKEY 22 ,FRA
US117.SW,5.8 E ON IN18 SRN-S,EBS
A0NY92.F,4.75 EIB 17 ,FRA
925PNB2024.BO,PNB-9.25%-XVIII-30-9-24-PVT,BSE
A0T9WV.BE,3.875 IBRD 19,BER
CG1110S9803.BO,11.10% GOI LOAN 2003/04/07,BSE
A1G5F5.MU,2.875 PHILIP MRRS24,MUN
JSW16MAR12.BO,JSWSTEEL-11%-16-3-23-PVT,BSE
A1X3DP.SG,2 KFW 18 SENIOR,STU
X48032.TI,BCA MONTE DEI 17FRN,TLO
A1X267.SG,1.75 KRED 16 NTS,STU
36WL.L,2.736 TELEFO19REG-S,LSE
A1ZGSD.SG,8.5 ZAMBIA 24 REG-S,STU
X36805.TI,BANCO POPOLAR 16FRN,TLO
87872KMPL17.BO,KMPL-8.7872%-19-4-17-PVT,BSE
AUD535.SW,4.375 WESTPAC BKG21,EBS
RFXXV25DG.BO,RELIANCE MUTUAL FUND- RELIANCE,BSE
A0DW62.SG,VIENNA INS TR 2 VAR,STU
A1ZU65.SG,5.5 VALEANT 23SRN-S,STU
CZ40KZ.BE,0.875 COBA25SP10-S,BER
TNPL19JAN10.BO,,
BL141.SW,1 KT BASEL-LA 27,EBS
A0JCNY.F,2.125 KFW 16,FRA
88MI.L,IMPERIAL 16 VRN,LSE
A1ANE4.BE,4.125 SANOFI 19EMTN,BER
27774263.VI,1.75 STADA 22 -S SR,VIE
ECLL7A501.BO,ECL-NIFTY-L7A501-12-4-18-PVT,BSE
A0AWAZ.MU,4.375 CEDUL TDA3 16,MUN
A0NUNR.SG,5.875 PET 17NTS S-S,STU
A11QCU.F,6 WIGE MEDIA 19 W,FRA
EAA0SZ.DU,EAA 17 VAR,DUS
975PKHIL19.BO,PATELKNR-9.75%-31-3-19-D-PVT,BSE
ABLV007018B.RG,0.7 ABLV BANK 18,RIS
64BP.L,1.46 CACIB 17EMTN-S,LSE
A1G0BG.BE,1.625 EFSF 20- S,BER
NOK307.SW,2.25 NESTLE 17 -S,EBS
HSH4QQ.F,2 HSH 19 S2093,FRA
BLB2M4.MU,BLB 21 VAR,MUN
A161YP.DU,DT LUFTHANSA 75 VRN,DUS
KTKFMP132G.BO,KOTAK MAHINDRA MUTUAL FUND - K,BSE
A1ANJT.SG,ARCELORMITTAL39 SRN,STU
1080IFCI24.BO,IFCI-10.80%-10-10-24-PVT,BSE
A0JRPT.SG,WUEST BK 16S1017VAR,STU
A1ZH0E.MU,5.5 PUBLIC PWR 19,MUN
A0DT0X.SG,NXBP FRN PERP SUB.,STU
1175KFL16A.BO,KFL-11.75%-I-7-5-16-NCD,BSE
CZ40K3.BE,0.625COB19 S854EMTN,BER
A0NRFC.F,4.125 CADES 17,FRA
EB0B8Y.SG,1.5 ERSTE GR S 386,STU
A1MAQK.BE,2 LANDW RENT 19EMTN,BER
LBB6AX.BE,2 LBB 16 S 825,BER
ORTM-B4.TA,ORTAM-SAH 16 S4 FRN,TLV
KTKFMP122D.BO,,BSE
A1HG1J.F,1.375ALLIANZ18S60-S,FRA
ORK09.OL,ORKLA 17 FRN,OSL
A1G3E9.DU,3.4 HEINEK 22 SRN-S,DUS
IT0005160905.TI,BNL 29GE19,TLO
114256.BE,0 BRD 23 Z-STRIPS,BER
A18V4M.F,4.3 VISA 45 NTS,FRA
A1R0WS.DU,2 WL BK 17 R270EMTN,DUS
A1A11S.SG,4 CIE DE 18 EMTN,STU
A1HH1F.F,9.875 TAKKO19 NTS-S,FRA
24472565.NX,RABOBANK 26 VRN-S,ENX
A1CSDE.HM,3.75 DG HYP 20 A952,HAM
A1A17D.SG,3.83 BP CAP 17,STU
A1ALA2.MU,6 GECC 19 SRMTN 820,MUN
A1ZCLA.F,EDF OPEN FRN,FRA
A1Z6CE.SG,2.2 PORTUGAL 22,STU
105338.SG,2.375 BAYERN 20S119,STU
RFXXIV15DG.BO,RELIANCE FIXED HORIZON FUND XX,BSE
844186.HM,7 URUGUAY 19,HAM
A161VA.DU,1.6 IKB 19 ,DUS
ETALD.PA,4 FRANCE OAT 60,PAR
RMFINAFDG3.BO,RELIANCE YEARLY INTERVAL FUND,BSE
GRK12.SW,0.75 KB GR 19,EBS
A162AW.BE,LBB 22 S 546 VAR,BER
A1GP32.BE,SRLEV 15 VRN REG-S,BER
ULO.AS,UNIBAIL HLDG 57 ORA,AMS
TI131.SW,1.8 KT TESSIN 43,EBS
044312.VI,S WOHNBAU 19A3VAR W,VIE
A0UJRV.BE,6 CITIGRP 16 MTN,BER
A0GX4C.DU,VORARLB LHYBK 17FRN,DUS
KOK061.SW,2.625 KOMMKRED 16,EBS
TFM43CD.BO,TATA FIXED MATURITY PLAN SERIE,BSE
A0NZ8Q.MU,9.75 BANCO 17 13-S,MUN
DZ1JAX.F,10Y/2Y/DZB 28 NTS,FRA
A1G1UN.SG,HELLEN REP 35 S 13,STU
SFI30D1GD.BO,UNITS OF SBI FIXED INTERVAL DE,BSE
XS1319787153.TI,BNPP ARBITR 23 VRN,TLO
A0GXPL.F,3.125 CITIGROUP 21,FRA
A1ZJ45.MU,3.875 CROATIA 22,MUN
A1MBCB.DU,0.5 KFW 16,DUS
A1HR6W.SG,4 FCA CAP 18 EMTN,STU
A13R6X.SG,0.75 BERLIN 22 A457,STU
D192SM36DG.BO,DSP BlackRock Mutual Fund,BSE
E01278.MI,5.5 SPAIN 17,MIL
BP46BT.BE,8.9 BNPP 21 EMTN,BER
ECLI6H302.BO,ECLI6H302,BSE
GE14.SW,0.625 CT GENEVE 21,EBS
EU2922.SW,1.125 UBS 20 REG-S,EBS
781858.MI,4 SPAIN 64,MIL
70XU.L,5.125 YORK WATER 37,LSE
PAP15.MI,,MIL
IT0005067068.TI,BMPASSI 29GE18-S,TLO
0KMPL17C.BO,KMPL-ZC-3-7-17-PVT,BSE
HSH4RB.HM,HSH 21 S 2114,HAM
770760.MI,0 FRG 17,MIL
D0Z2KS.MI,3.125 KFW 16,MIL
A1ZSF2.DU,1.25 BG ENERG22EMTN,DUS
A1GMK6.DU,5 LACAIXA 16,DUS
ALP-6.AS,ALPHA GROUP JERSEY,AMS
WLB3NP.BE,WESTLB 16 VAR,BER
BSLFTPHQRQ.BO,,BSE
A1X3L5.HM,3.75 OTTO 20 EMTN,HAM
HV2AJ2.MU,1.375 UCB 18 S 1800,MUN
A1HPCX.SG,2.25 WEST 18 SRN,STU
A1G3K0.F,1.375 ASBFINAN 18S2,FRA
BLB2TR.SG,1.75 BAYLB 22,STU
NWB13V.DU,0 NRW BK 16 A 13V,DUS
A0DYCD.F,3.875 HBOS TREAS20 ,FRA
248506.F,12.75 RUSSIA28-144A,FRA
FNCOT14.MX,FNCOT 17 14 1 FR,MEX
ZG101.SW,1.75 ZUGER KB 19,EBS
WGZ7RW.DU,1.07 WGZ 19 A 792,DUS
1005ISCFL21.BO,ISCFL-10.05%-08-01-21-PVT,BSE
TI10.SW,2.125 KT TESSIN 34,EBS
TOTG13-PRO.OL,5 TOTENS SPBK 16,OSL
A1GZRQ.EX,3.4 OESTR22A2144A-S,EUX
A1GRNF.F,4.75 STRABAG 18,FRA
A1GZXM.SG,1.95 BMO 17 REG S,STU
789767.MI,SG 26 VRN REG-S ,MIL
33SX.L,2 WEST19 SRMTN 7-S,LSE
IFCI150212C.BO,IFCI-9.16%-IV-15-2-27-C-PVT,BSE
WLB60W.SG,WESTLB 17 VAR,STU
PHAN-B31.TA,POAL HN 18 S31 FRN,TLV
A1HR97.SG,STD CHARTERED 25VRN,STU
E1G4DN.TI,2.75 EU S54 22 EMTN,TLO
NRW0E7.SG,NRW 18 R 1218 VAR,STU
HBE0JV.DU,4.155 EHYP 16E MTN,DUS
EDFBB.PA,EDF OPEN FRN,PAR
28995265.VI,UNIQA INSUR 46VRN-S,VIE
HSH4KS.F,HSH 19 S 1926,FRA
A1HQQZ.SG,2.5 ABN AMRO 17EMTN,STU
ZG111.SW,1.5 ZUGER KB 21,EBS
US0FF0.TI,5.25 US TR BD 28,TLO
A1K0FR.MU,3.125 BERLIN 21A352,MUN
US643.SW,1.25 SANOFI 18 SRN,EBS
A1HKDH.SG,1 GE CAP 17 EMTN-S,STU
44KY.L,,
972JSW19.BO,JSW-9.72%-23-12-19-PVT,BSE
A0TLEK.F,7.375 C.AGRIC. PERP,FRA
A1HS90.F,1.75 KON DSM 19,FRA
A1RE7P.HA,7.5 JACOB STAUDER17,HAN
A1ZGRA.BE,8.125 INTELSAT23SRN,BER
A14KJ4.F,6.5 PCC SE 22,FRA
230751.SG,0 BNG 18 ,STU
A18U94.SG,1.5 PEMEX 20 EMTN,STU
A1AW2W.SG,9.5 MARFRIG20 SRN-S,STU
766879.MI,10.5 WASTE ITALIA19,MIL
AUD476.SW,5.25 GE CAP 20 MTN,EBS
TOT15.SW,0.5 TOTAL 27 EMTN,EBS
114269.F,0 FRG 36 I-STRIPS,FRA
A1HFPD.SG,BANBRAS JRSFRN-S,STU
A0JCV8.DU,4.75 LANDW 26 ,DUS
HV2AHX.MU,0.745 UCB 17 S 1761,MUN
US905.SW,7.7 AOL TIME32 DEBS,EBS
A1HGRW.SG,0.7 PEPSICO 16 SRN,STU
TFM47ID.BO,TATA FIXED MATURITY PLAN SERIE,BSE
A1G9AR.SG,2.25 KOMMUN 17REG-S,STU
A0NW2P.SG,4.625 HBOS 17 REG-S,STU
RU000A0JS4L7.ME,WHSD 32 S 5,MCX
A1ZDDC.MU,5.5 ORANGE 44 SRN,MUN
409395.SG,7.625 WORLD BK 23,STU
HLB3GM.BE,HELABA 18 VAR,BER
A1X3L5.DU,3.75 OTTO 20 EMTN,DUS
H1099A32RF.BO,HDFC MUTUAL FUND - HDFC FMP 10,BSE
A1HQ7D.SG,1.625 KOMM 18 EMTN,STU
ECLL6D301.BO,ECL-NIFTY-L6D301-10-5-17-PVT,BSE
A1RE5T.DU,7.125 LAUREL 17,DUS
A0G0PC.HA,4.125 GE CAP 16EMTN,HAN
HSH3AM.HM,5.6 HSH 19 S 773,HAM
07NL.L,0 UK 24 I-STRIPS ,LSE
A1ZB6F.MU,3.25 VALEO 24,MUN
HSH3XC.HM,HSH 16 S 1462,HAM
A1GYZ6.BE,7.25 INTELSAT19 SRN,BER
A1AYL0.MU,5.18 R COINTR 16 S,MUN
RU000A0JT122.ME,,MCX
MS0KNV.SG,MORGAN 19 F SRFRN,STU
A1APDB.DU,5.75 PETROBRAS20NTS,DUS
A1HGXU.F,6.25 HERTZ 22 SRN,FRA
NABARD01058.BO,NABARD-0%-01-05-2018-PVT,BSE
B44L.MI,B.POPOLARE 21LU17,MIL
RU000A0JVUK8.ME,JSFC SISTE 25,MCX
A1A1BS.SG,3.45 AMGEN20 SRN,STU
A1G8CP.F,3.25 CELGENE 22 SRN,FRA
803749.BE,4.5 CNA 18,BER
TS23.L,0 T-STRIP 14 PRINCP,LSE
SFEN25-PRO.OL,SOGN OGFJORD 19 FRN,OSL
SDAFXIIDR.BO,SBI Mutual Fund,BSE
EU658.SW,3.5 OEBB INFR 20,EBS
A1ZDNQ.SG,4.75 WESTPAC BKG 20,STU
NLB8F2.F,NORDLB 23 S1936 VAR,FRA
I01495.TI,2.25 BANNUOV 9MG17,TLO
A1GVHQ.BE,2 TMCC16 SRMTN B845,BER
EB0EX6.SG,ERSTE GR 24S1428VAR,STU
A1RE7C.F,1.5 BASF 18-S S11,FRA
EB0ASN.F,ERSTE GR 19 A261,FRA
A1ZLDJ.F,2.5 TESCO 24-S S4SR,FRA
HLB1YR.BE,0.8 HELABA 23,BER
A1ZRQW.MU,2 US TR NTS 21,MUN
ZVG142.SW,0.625 ZURICH VER 20,EBS
A1R07T.F,1.125 KFW 18,FRA
A1AMPB.MU,4.875 AREVA 24,MUN
A1G62Y.F,3.75 VALE SA 23EMTN,FRA
A1ZXJL.MU,TDC 15 VRN REG-S,MUN
H366MY31RG.BO,HDFC MUTUAL FUND - HDFC FMP 36,BSE
0BFL2015U.BO,BFL-ZC-16-4-15-PVT,BSE
IT0005045221.TI,4.3 BANCAIMI 08ST20,TLO
JKBL301209.BO,JKBANK-9%-30-12-2019-PVT,BSE
25427454.VI,8.5 NYRSTAR NL H 19,VIE
766933.MI,LLOYDS BK 19 FRN-S,MIL
A1R064.DU,0.5 KRED 16 SRN  ,DUS
RU000A0JW5J2.ME,RUSFINANCE 21 SBO12,MCX
A1A1PT.BE,3.5 RED 16 EMTN,BER
A0LL13.BE,5.55 ALCOA 17 NTS,BER
113532.EX,4.25 RFG 39,EUX
A1ZYC9.BE,2.75 VESTAS WIND 22,BER
A1ZQNG.BE,ASR VRN REG-S,BER
IT0005107575.TI,1.5 BNUOVA 22MG17,TLO
A1GVY6.DU,CASINO 16 FRN,DUS
A161VR.F,1.75 IKB 21,FRA
A1HQ2G.SG,TELEFONICA EURO VRN,STU
A0TU2M.F,3.875 US TR NTS 18,FRA
A1Z3PG.F,5 KRFT 35 NTS-S,FRA
AEN41.OL,ADGER ENERGI 18 FRN,OSL
I08518.TI,0 BNL 18LG29,TLO
A0T5Y2.DU,4 BELGIUM 19 OLO,DUS
A1A02X.SG,4.125 ABBEY 17 EMTN,STU
778746.MI,4 GSI 21 REG-S S K,MIL
1005ISCFL20.BO,ISCFL-10.05%-08-12-20-PVT,BSE
ZUR15.SW,1.125 STADT ZUER 40,EBS
IT0005107203.TI,B DESIO 18MG18,TLO
8310.L,OIL PP-A-144A FR,LSE
WLB26C.DU,4.98 WESTLB 18,DUS
NLB1VE.HA,NORDLB 17 S 607 VAR,HAN
74BR.L,,
A1A1JK.HA,4 POLAND 21 EMTN,HAN
IDFCYRS3D.BO,IDFC YEARLY SERIES INTERVAL FU,BSE
925MFL17.BO,MFL-9.25%-14-10-17-NCD,BSE
NLB1VD.F,NORDLB 16 VAR,FRA
FJELL16-PRO.OL,FJELLINJEN 20 FRN,OSL
A1ANR8.BE,5.75 WORLD BANK 19,BER
SEBO_3092.ST,,
I98841.TI,BP VICENZA 03FB21,TLO
114205.F,0 BRD 28 C-STRIPS,FRA
A1YCTG.SG,2 KRSPARK LG 23,STU
IDBISRVII05.BO,IDBI-SRVII-7.50%-08-06-2015-PV,BSE
BNB56-PRO.OL,BN BANK ASA 22 FRN,OSL
BLB2SC.MU,1.125 BLB 20,MUN
HLB0UF.F,HELABA 19 VAR,FRA
A1R1CU.SG,1.125 WL BK R 339,STU
A1HBXS.F,2.5 EU 27 S56 EMTN,FRA
RU000A0JW0S4.ME,FCT 25 S 1,MCX
92PH.L,ABINBEV 17 FRN,LSE
A1HCNS.F,2.625 LANXESS 22-S,FRA
A0H5VC.BE,4.125 L-BERL 16A214,BER
XS0927517911.TI,VOLKSWAGEN 16 FRN,TLO
HDFCSRII08A.BO,HDFC-9.75%-SRIIA-19-02-19-PVT,BSE
