Ticker,Name,Exchange
K55307B67757.KS,Yurie Alp Arbtg Hfyr PF Eq Bal-Deriv 2 I,KSC
28381355.IR,NB US CAP USD-A-ACC,ISE
SZEIX,Deutsche Enh Emerg Mkts Fxd Inc Instl,NAS
JPJU.DU,JPMF GL DYN AD,DUS
APMBX,Voya Mid Cap Research Enhanced Index B,NAS
JYJN.MU,JPMF AFRICA EQ DC,MUN
SBMAX,ClearBridge Mid Cap A,NAS
PXAIX,PIMCO Multi-Strategy Alternative Instl,NAS
IT0005117236.MI,Eurizon Soluzione Cedola Ottobre 2020,MIL
SAGBX,ClearBridge Aggressive Growth B,NAS
JDUAX,Prudential Conservative Allocation A,NAS
KR5307AG4535.KS,Yurie RealStar AutoCall PF ELS-Deriv 182,KSC
KR5104AH5627.KS,Hi Good Selection PF Bond Balanced,KSC
GB00BLT1YM08.L,Fidelity Index UK W Acc,LSE
F00000UOF0.TO,Empire Emblem Mod Growth Port GIF Q Jt,TOR
FICNX,Fidelity Connecticut Municipal Income,NAS
XUO4.DU,CAN BD EM MKT NC,DUS
PIBZX,Pioneer Bond Z,NAS
21786149.SW,JSS IN S  EQ W CC,EBS
F00000OUJ8.TO,Dynamic Alternative Yield Class Series A,TOR
GB00B602JM21.L,Schroder MM Diversity Z Inc,LSE
LMVTX,ClearBridge Value C,NAS
XG36.SG,JB MST JAP ST BC,STU
SWESSREVDIVE.TO,SunWise Essntl FT Quotntl Divers Inc Inc,TOR
AXESEDMF1.MX,AXESEDM F1,MEX
USMIX,USAA Extended Market Index,NAS
KR5236AS4826.KS,KIVAM 10 Year Investment Bond Bal 1 CE,KSC
XG4A.BE,MFSMF EU SM CO A1,BER
12737519.SW,MA NEW FRO EUR-R-AC,EBS
KR5368AX4936.KS,LS Active Quant PF Equity-Derivatives 3,KSC
F0CAN064IN.TO,SunWise Elite Port Ser Balanced 75/100,TOR
VUB1.MU,IFS-INVESCO UK EQUITY A,MUN
133568.BO,Reliance Retmnt Wlt Creation Dir Gr,BSE
RSEGX,RS Small Cap Growth A,NAS
PTSCX,Salient International Small Cap Instl,NAS
F00000RUEY.TO,Epoch Global Shareholder Yield - Prem,TOR
ICICIPRUUSTF.BO,ICICI Pru US/T Fr Div,BSE
FMYIX,Federated Municipal High Yield Adv Instl,NAS
PAMYX,Putnam AMT - Free Municipal Y,NAS
MELMX,BlackRock Short-Term Municipal Inv A,NAS
SANTANDER95M.BC,Santander 95 Mejor Opción FI,BAR
THYFX,Thrivent Diversified Income Plus S,NAS
CAPITALINTLO.TO,Capital Group Emerg Mkts Total Opp-Cdn H,TOR
XPAK.BE,PION EUR CO BD AC,BER
IE00BJTCNY48.IR,TT Europe Ex-UK Equity H GBP Acc,ISE
KR5221474004.KS,Kiwoom Equity Growth PF 2,KSC
KR5237AF1768.KS,JPMorgan Korea Value Feeder Equity CS,KSC
1305483.IR,WOR EMER USD-INS-AC,ISE
APGPX,AllianzGI Global Natural Resources P,NAS
PRXCX,T. Rowe Price CA Tax-Free Bond,NAS
NBDCX,BDC Income C,NAS
20689473.SW,UBS L BD GL DYN PHD,EBS
K55214B14674.KS,Eugene Sep Tax IPO Hi Yld PF Bd Bal 1,KSC
SBHIX,Saratoga Health & Biotechnology I,NAS
K55301B86057.KS,MiraeAsset Daiwa Nxt AP Fdr Eq1 F Hdgd,KSC
K55321B71651.KS,Alpha HF Short-term Govt Bd PF Bd 2,KSC
VKNLSX,Insured municipals Income Trust,NAS
XBLJX,BlackRock New Jersey Municipal ,NAS
TW000T3610Y0.TW,Allianz Glbl Inv Global Emerg Mkts,TAI
XRS2D.IR,db x-trackers Russell 2000 (DR) 1C,ISE
GFACX,American Funds Growth Fund of Amer C,NAS
FAMRX,Fidelity Asset Manager 85%,NAS
WFVCX,Wells Fargo International Value C,NAS
IE00B8KFMS29.IR,Nuveen Gresham L/S Cmdty Strat AEU,ISE
24566435.SW,PRIVE D US LCV MUD,EBS
QALTX,Quantified Alternative Investment Inv,NAS
F00000OM4Z.TO,Investors Greater China J NL,TOR
IE00BS7K1D89.IR,Lord Abbett Multi Sector Inc Z EUR Acc,ISE
WFGYX,Wells Fargo Advtg DJ Trgt 2025 Inv,NAS
IE00BYSW6V83.IR,M&G Feeder of Emerging Mkts Bd I £ Inc,ISE
AH8U.BE,ALL GL BD HG ATC,BER
119214.BO,HDFC Dynamic PE Ratio FOFs A Dir Qt Div,BSE
CASCX,Columbia Pacific/Asia C,NAS
INVESTORSMCC.TO,IG Mackenzie Cundill Global Value U,TOR
NLGIX,Columbia Global Strategic Equity A,NAS
DNVSX,Deutsche International Value S,NAS
GB0030613276.L,CFIC Oriel UK A Inc,LSE
TW000T0436Y3.TW,HSBC Greater China Equity Fund TWD,TAI
IE00BLP5S460.IR,Old Mutual Global Eq AR A ? Hgd Acc,ISE
WZF3.DU,BS BSUL TR&VAL C,DUS
4211248.IR,BNY GLB PROP USD-A-,ISE
112941.BO,Reliance Regular Savings Debt Qtr Div,BSE
FXAIX,Fidelity 500 Index Institutional Prem,NAS
ZZR0.BE,AEPI STRAT 50 AD,BER
K55105B00723.KS,Samsung Pioneer Strat Fdr Bd-FoF Cw Hdg,KSC
25140398.IR,PAULSON B/0714-S,ISE
INWMQX,Incapital Morningstar Wide Moat,NAS
IRMAX,Voya Russell Mid Cap Index Port A,NAS
F00000OJ2K.TO,Manulife GIF Sel Focused Bundle,TOR
VITLX,Vanguard Instl Trgt Retire 2045 Instl,NAS
FHJSNX,FT 4868: New Jersey municipal I,NAS
CICATSOCITCO.TO,CI Short-Term Corporate Class US$,TOR
ARMDX,AllianzGI Global Natural Resources D,NAS
FIDMX,Salient International Div Signal Adv,NAS
IE00BKRCQD31.IR,Hermes Global Equity ESG Z USD Acc,ISE
TGCFX,TCW Core Fixed Income I,NAS
QCGLPX,CREF Global Equities Account - ,NAS
IAADZX,Quality Municipals Income Trust,NAS
K55105B89791.KS,Samsung Pictet GM Fdr Eq-FoF Ae Unhdgd,KSC
STSVX,Dreyfus/The Boston Company Sm Cp Val I,NAS
GUARDIANCDNS.TO,Guardian Cdn Small/Mid Cap Equity Ser W,TOR
GB0031631715.L,Scottish Widows American Growth A,LSE
13405155.SW,CSIF13 MMF EUR BC,EBS
18548889.IR,DIMEN GLB TARG EUR,ISE
F000005FKY.TO,GWL Balanced Inc Port (PSG) 75/75,TOR
HK0000180742.HK,BlackRock Hong Kong Gov Indx Bd I2,HKG
DHTYX,Diamond Hill Select Y,NAS
JR6T.DU,JPMIF GL MO AD,DUS
S2340.MC,PARTNER GM INVERS,MCE
SCSAX,Wells Fargo Common Stock A,NAS
GB00B7G8WZ59.L,JPM Diversified Real Return B Net Acc,LSE
MCGFX,ASTON/Montag & Caldwell Growth N,NAS
F00000PWNT.TO,Counsel Canadian Value Class D,TOR
IE00B7N8JM45.IR,Coutts Multi Asset UK Balanced B GBP Inc,ISE
1643165.SW,PICTCH CHFSMT Z DY,EBS
IE00B73XMF35.IR,Sands Capital Global Growth A GBP Acc,ISE
GB00BR4R5J95.L,"Virgin Bond, Gilt, UK and Overseas Share",LSE
GB00B8N46954.L,IP Emerging European Z Acc,LSE
OGGAX,JPMorgan Government Bond A,NAS
PARCX,T. Rowe Price Retirement 2030 Advisor,NAS
UNECX,Waddell & Reed New Concepts A,NAS
LCCAX,Columbia Contrarian Core A,NAS
OYRDX,Oppenheimer Rising Dividends Y,NAS
IRBRX,Ivy Targeted Return Bond R6,NAS
BHCIX,Bradesco Latin American Hard Ccy Bd Inst,NAS
IE00B4XR4N63.IR,JOHCM Emerging Markets EUR A,ISE
GB0033772178.L,Dimensional International Val Inc,LSE
29019344.SW,CSIF 12 PFG EUR IAD,EBS
IE00B2NLMQ34.IR,Mediolanum BB JPMorgan Glbl Sel LH A,ISE
WGBCX,Waddell & Reed Global Bond C,NAS
POPDX,Putnam Capital Opportunities R5,NAS
WZFX.BE,FVS GL CON BD FD,BER
IE00BXNSXW48.IR,John Hancock Strategic Inc Opp W USD Inc,ISE
GB0031835118.L,JPM Natural Resources A Acc,LSE
NCCIX,Nuveen Symphony Mid-Cap Core I,NAS
27212745.IR,PAULSO B/021503X/NI,ISE
DEDB.SG,DKL-GELDMKT USD D,STU
KR5233AK3084.KS,Consus Yongin Light Railway PF SA Loan 1,KSC
FSCSX,Fidelity Select Software & IT Svcs Port,NAS
31946404C.TW,Fubon China Investment Grade Bd USD A,TAI
31836244H.TW,Franklin Temp SinoAm Glbl Hi Yd Bd RMB B,TAI
KR5101751315.KS,KIM Select Dividend Feeder Equity 1 Ce,KSC
AXESCPM1.MX,AXESCP M1,MEX
WYZC.SG,COMGEST GWTH EUROPE,STU
25023944.SW,WH F II SHCS OP IC,EBS
CSCSX,Cove Street Capital Small Cap Val Inv,NAS
XMFMX,MFS Municipal Income Trust,NAS
MDLHX,BlackRock Large Cap Growth Inv A,NAS
11646851.SW,THR UK ABS GBP-1-AC,EBS
DILRX,DFA International Large Cap Growth,NAS
4464748.SW,PICTCH STMM CHF ZDY,EBS
LU9B.SG,DJE DIV & SUBST PC,STU
PYUWX,Payden US Government Adviser,NAS
KR5230287272.KS,Schroder Pan Europe Feeder Eq-FoF A C2,KSC
IE00BFPMR713.IR,Culross UCITS Index A GBP Acc,ISE
LTFXHGD-MF.NS,L&T MUTUAL FUND FMP X PL H 453D,NSI
FP7R.MU,DWS ZINSEINK D,MUN
HJUZ.SG,DWS ZUKUNFTSRESSOUR,STU
KR5223AS2445.KS,KB Eurozone Core Feeder Equity C,KSC
GB0007466617.L,Henderson Index Linked Bond I Inc,LSE
VRGWX,Vanguard Russell 1000 Growth Index I,NAS
MRKAX,AB All Market Income A,NAS
1731496.SW,ZH AST OBL CHF AUSL,EBS
BKTAX,Sterling Capital KY Interm Tax-Free A,NAS
SNRAX,State Farm Small Cap Index A,NAS
K55301B86131.KS,MiraeAsset Daiwa Nxt AP Fdr Eq1 Ae Unhdg,KSC
LHZ3.HM,LAZARD-UK OMEGA EQ.FDRET.,HAM
XTS8.DU,MSIF IND EQ AC,DUS
UQ2J.MU,AGIF GL ECOTR AD,MUN
BCSSX,Brown Capital Mgmt Small Co Instl,NAS
JR6T.MU,JPMIF GL MO AD,MUN
11928578.IR,CRM EQTY USD-S-ACC,ISE
KR5237AF1644.KS,JPMorgan Korea Value Master Equity,KSC
NFLIX,Neuberger Berman Flexible Select Instl,NAS
PIFDX,Ultrashort Duration Bond,NAS
XDHGX,Deutsche High Income Opportunit,NAS
K55207BA7631.KS,KyoboAXA We'llRich100 Idx ELS-Deriv SE21,KSC
IE00BRB38463.IR,PIMCO GIS Unconstrained Bd T USD Acc,ISE
IE00BGY64T29.IR,MGI Mercer Passive Global Eq Z-1?,ISE
MSEGX,Morgan Stanley Inst Growth A,NAS
XQ13.SG,FR TI JAP AC,STU
IVARIQUOTENT.TO,ivari Quotential Bal Inc GIF-GS3 75/100,TOR
NWJEX,Nationwide Ziegler NYSEArcaTech100 I,NAS
134884.BO,LIC MF ULIS 15Y RP RC Dir Mn Div,BSE
IPOSX,Global IPO,NAS
16833.AX,Perpetual WFIA-Schroder Fixed Income,ASX
VSFCX,Federated Clover Small Value C,NAS
KR5101780009.KS,KIM Asia Gross Feeder Equity 1 A,KSC
NJTFX,T. Rowe Price NJ Tax-Free Bond,NAS
IYSYX,Ivy Small Cap Value Y,NAS
CMOFX,Context Macro Opportunities Investor,NAS
KR5102753823.KS,UBSHana InBest Plus 30 Bond Balanced 1 A,KSC
VKTXFX,Investors Quality Tax-Exempt Tr,NAS
29183376.IR,MAG A&D/A/07/15/RE,ISE
IE00B99FL386.IR,SPDR® Barclays 0-5 Year US Hi Yld Bd ETF,ISE
FEDAX,Fidelity Advisor Emerg Mkts Discv A,NAS
MSTNX,MFS TN Municipal Bond A,NAS
30166028.IR,PAUL B/101502HH/NI,ISE
SIMBX,Wells Fargo Advantage Interm T/AmtF Inv,NAS
13179214.MC,R4 WERTEFINDER,MCE
BTA0261AU.AX,BT Wholesale Multi Manager Intl Share,ASX
F000001FUU.TO,Canada Life Gov Bond (P) Gens C,TOR
RU000A0JC5V1.ME,ARS - ZHILI STROIT,MCX
KR5365AV1432.KS,Meritz 2Star DblCall PF ELS-Deri SELE135,KSC
ES0174186009.BC,Rural Castilla La Mancha Ret. Abs. FI,BAR
120285.BO,LIC MF Childrens Dir,BSE
CHCBX,AB Discovery Growth B,NAS
HFXIX,Catalyst Hedged Futures Strategy I,NAS
FGIRX,Fidelity Advisor Growth & Income A,NAS
ACVUX,American Century International Val Instl,NAS
UNO7.DU,UNIEUROR R ZINS AD,DUS
18879517.IR,PAULSON A/3/12/USD,ISE
IT0004301518.MI,Anima Star Europa Alto Potenziale Y,MIL
KR5309AS6971.KS,GB With High Yield PF Bd Bal 1,KSC
XTHQX,Tekla Healthcare Opportunities ,NAS
GAOSX,JPMorgan Global Allocation Sel,NAS
NIGIX,Nuveen Intelligent Risk Growth Allc I,NAS
PGHZX,Pioneer Global High Yield Z,NAS
455723.MC,MUTUAFOND HI YI A,MCE
KR5219842022.KS,SHBNPP Happy Life Pens Convs Fdr Bd 1 C1,KSC
TGABX,TCW Enhanced Commodity Strategy N,NAS
IE00BGY64V41.IR,Mercer Passive Global Equity M-1? Hdg,ISE
KR5105943744.KS,Samsung China2.0 Mainland 30 Fdr Bd 1 Cw,KSC
RMIIX,RiverFront Moderate Growth & Income I,NAS
HEQCX,Henssler Equity Institutional,NAS
F00000OA4H.TO,GWL Equity/Bond (G) 75/75 (PS1),TOR
GB00B3TJFM59.L,Sarasin EquiSar UK Thematic Opp P Acc,LSE
XIVHX,Ivy High Income Opportunities F,NAS
K55223B61049.KS,KB Korea Japan LS Fdr Eq Bal-Deriv CP,KSC
XBLWX,BlackRock Limited Duration Inco,NAS
GB00B0702W82.L,Newton UK Equity Instl Acc GBP,LSE
ICLBX,Transamerica Asset Allc Cnsrv B,NAS
KR5105AN9273.KS,Samsung Eur1.5Lvg Fdr Eq-Der FoF Ae Hdgd,KSC
KR5210AT7455.KS,SHBNPP Corporate Governance PF Eq Bal 2,KSC
IE00B78P2765.IR,Nomura Fds Ireland US Hi Yld Bd D GBP,ISE
WILSONGROUPP.AX,Wilson Group Priority Growth,ASX
CTAAX,Witherspoon Managed Futures Strategy A,NAS
JCVBX,JHancock Classic Value B,NAS
USATX,USAA Tax Exempt Intermediate-Term,NAS
XRQ1.MU,R CAP CHINE EQ D,MUN
25204630.SW,ED R US VAL&YLD I,EBS
MLPMX,Oppenheimer SteelPath MLP Alpha Plus C,NAS
K55306B40335.KS,KTB Mezzanine IPO High Yld PF Bd Bal D1,KSC
REDIX,Ramius Event Driven Equity I,NAS
B+EST3A.MX,FDO BBVA VAR 3-A,MEX
MAGASAVALORE.BC,Magasa Valores SICAV,BAR
AMUYX,AB Market Neutral Strategy US Advisor,NAS
22423270.IR,JAN BAL FD AUD-A-,ISE
VKBDOX,Build America Bonds Income Trus,NAS
GB00B03TPF38.L,Henderson Instl UK Gilt Z Acc Gross,LSE
ECLTX,Eaton Vance TABS 5 to15 Yr Lad Muni Bd C,NAS
10079893.MC,SAB BS SE HE TP,MCE
F00000MBE7.MI,L.A. VITA Highlife Focus,MIL
JR68.BE,JPMIF INC OPP AHC,BER
ZUBAYDAGESTI.BC,Zubayda Gestión Diversificada SICAV,BAR
ES0122056007.BC,Caixabank Bolsa Sel. Japón Plus FI,BAR
31830473B.TW,Yuanta China Balance Fund RMB,TAI
KSCIX,Keeley Small Cap Value I,NAS
BAKO50.CO,BankInvest Optima 50+ Fund,CPH
GB00BVYPP917.L,Newton Global Emerging Mkts Instl W Inc,LSE
PTBIX,PNC Intermediate Tax Exempt Bond A,NAS
HK0000257375.HK,ZEAL China Connect HKD Acc,HKG
114384.BO,Kotak Multi Asset Allocation Reg Qt Div,BSE
DSPMLOPPORTU.BO,DSP BlackRock Opportunities Reg Gr,BSE
TEMBX,American Funds Tax-Exempt MD B,NAS
GB00B630YG26.L,Threadneedle UK Inst Net GBP Acc,LSE
KR5226AL8552.KS,HDC Core Finder PF Equity Balanced 1 C,KSC
IE00B5VFHD07.IR,GlobalAccess UK Opportunities A ? Acc,ISE
FTQGX,Fidelity Focused Stock,NAS
118964.BO,DHFL Pramerica Equity Inc Dr Pl Ann Dv,BSE
DLBMX,MassMutual Premier Small Cap Opps A,NAS
ISNGX,Voya Solution 2030 Port I,NAS
IE00B5KT7771.IR,GAM Star Dynamic Global Bond Inst USDAcc,ISE
F00000JOM2.BC,Norpensión Renta Fija EPSV,BAR
RDLAX,Columbia Disciplined Growth A,NAS
KR5101AA1147.KS,KIM Double Eq-Fund of Funds Deriv 1 Ce,KSC
MVGAX,MFS Low Volatility Global Equity A,NAS
F00000WO2G.TO,IA SRP Prestige 75/100 Select Cdn Hyb,TOR
112870.BO,Sundaram MIP - Aggressive Qt div,BSE
LQ3J.BE,METZLER WEFS 93 A T,BER
GB00B7FSWP64.L,AXA Framlington Japan Z GBP Acc,LSE
IHGIX,Hartford Dividend and Growth A,NAS
FT9U.BE,FR TI GL TR NC,BER
F00000MR3P.TO,OceanRock Max Growth Portfolio Series A,TOR
26450295.IR,MAJ UK IN Z/GBP/ACC,ISE
GB00BBGB5530.L,Newton Global Emerging Mkts X Inc,LSE
IE00BQXX3P39.IR,Guinness Global Innovators Z EUR ACC,ISE
IE00BJ625P22.IR,Comgest Growth World EUR I Acc,ISE
XNIDX,Nuveen Intermediate Duration Mu,NAS
STSAX,Wells Fargo Common Stock C,NAS
PHLAX,Prudential Jennison Health Sciences A,NAS
ARBNX,Arbitrage I,NAS
FHAIX,Franklin High Income A,NAS
FIRSTASSETGL.TO,First Asset Global Dividend A Hdgd,TOR
K55226B96568.KS,HDC Classic Knock Out Call PF Bond 54,KSC
GGW.HM,SAUR F-S GL GR AC,HAM
IE00BQQ1HY18.IR,PIMCO GIS Div and Inc Bldr T ? Hdg Acc,ISE
F00000WO2I.TO,IA SRP Prestige 75/100 Cdn Eq Value Hyb,TOR
IE00B3T31Z22.IR,JOHCM Global Select A USD,ISE
S3994.MC,IOVA1 VALORES,MCE
K55306AZ9647.KS,KTB IPO High Yield Sep Tax PF Bd Bal 27,KSC
SGIAX,RidgeWorth Growth Allocation Strategy A,NAS
GB00BQ0PZT02.L,Sarasin FoF Global Diversified Gr X Inc,LSE
K55368B27662.KS,LS WTI Linked PF Bond 3,KSC
APGAX,AB Large Cap Growth A,NAS
DI7L.HM,ALL.INTERN.RENTENFD.A EUR,HAM
20068951.SW,UBS L WEST WIN PC,EBS
IE00BGHQDN69.IR,Guinness Asian Equity Income X GBP Inc,ISE
CPMNX,Convergence Market Neutral Institutional,NAS
OSINX,Oppenheimer Global Strategic Inc R,NAS
119716.BO,SBI Magnum Midcap Dir Gr,BSE
KR5365AU8156.KS,Meritz Equity Index Linked PF Bond 559,KSC
ZFGMX,First Trust GNMA Reinvestment I,NAS
29578570.IR,AURORA OFF P/07/15,ISE
GB00BYX3VJ90.L,Threadneedle American Select XNA GBP Acc,LSE
LAVLX,Lord Abbett Mid Cap Stock A,NAS
LONCOREBALAN.TO,LON Core Balanced (PSG) 75/75,TOR
RHDTX,American Funds 2025 Trgt Date Retire R5E,NAS
GB00B1XN4S84.L,JPM US A Inc,LSE
QBDSX,Quantified Managed Income Investor,NAS
XXINTEBB2P10.MX,XXINTEB B2P10,MEX
IE00BKRVKT44.IR,Calamos Emerging Markets Z EUR Acc,ISE
IXETR+BM3.MX,IXE FD IXETR+-BM3,MEX
KR5225758535.KS,MiraeAsset ASEAN Select Q Feeder Eq 1 Ce,KSC
DUICX,Delaware Tax-Free USA Intermediate C,NAS
18077584.SW,AZ 1 QINTL BC,EBS
VWITX,Vanguard Interm-Term Tx-Ex Inv,NAS
GB0033028555.L,IP High Yield Acc,LSE
RCSSX,Royce Small-Cap Portfolio Servi,NAS
22386163.SW,UBS L BD EB17E IA1C,EBS
JGCSX,Janus Global Allocation Growth S,NAS
KR5230526075.KS,Schroder Korea Alpha Master Equity,KSC
F00000OAFW.TO,LON Pyr Mod Inc (PSG) 100/100 (PS1),TOR
FSWPX,Strategic Advisers Emg Mkts Fd of Fds F,NAS
WYZH.HM,COMGES GR EU EUR-AC,HAM
ITHAX,Hartford Capital Appreciation A,NAS
F00000SKBX.TO,Franklin US Monthly Income Corp Cl R,TOR
F00000PCKY.TO,ivari Quotential Bal Gr Imaxx GIF 75/100,TOR
S2401.MC,ZENDER INV.,MCE
AFTEX,American Funds Tax-Exempt Bond A,NAS
IE00B5NHP748.IR,Nedgroup Inv MultiFunds Income GBP A Inc,ISE
NVXIX,Navigator Sentry Managed Volatility I,NAS
DOSAX,Dreyfus Opportunistic US Stock A,NAS
XC44.BE,FID FT 30 EUR AD,BER
A137930.KQ,MIDAS KOSPI200 Covered Call ETF,KSC
27851189.IR,SANL GL A/0/15/USD,ISE
K55214B84628.KS,Eugene IPO Alpha High Yield PF Bd Bal 4,KSC
KR5102AU1316.KS,UBSHana Global Master Bond-Fund of Funds,KSC
SMIFX,Sound Mind Investing,NAS
LSRYX,Emerald Small Cap Value Institutional,NAS
JGRTX,Janus Enterprise S,NAS
1555615.IR,BRAND US VAL GBP-A-,ISE
IVIQX,IVA International I,NAS
ALTAMIRAOCCA.TO,National Bank Japanese Equity Fund,TOR
RYLYX,Russell LifePoints 2050 Strategy R3,NAS
PGERX,Salient EM Dividend Signal Inv,NAS
MDBAX,BlackRock Basic Value Inv A,NAS
KR5216958565.KS,Dongbu Finding Pearl Equity 1 C3,KSC
HMVBX,Hartford MidCap Value B,NAS
USSTX,USAA Tax Exempt Short-Term,NAS
XXINTEBB2V1.MX,XXINTEB B2V1,MEX
13716371.SW,SISF GL H YLD A1HD,EBS
K55368B97046.KS,LS Leading Solution PF Note 199,KSC
QLERX,AQR Long-Short Equity R6,NAS
F00000WBQV.KS,SHBNPP KOSPI200 Smrt Lvg Eq-Drv FoF 1 A1,KSC
BHIAX,Bishop Street HI Muni Bond A,NAS
F00000W39I.TO,Maestro Income Balanced Port Cl TJ NL,TOR
RGFIX,Royce Global Financial Services Instl,NAS
F0CAN05TSZ.TO,Equitable Life Quotential Bal Inc Pt,TOR
VSZEX,Voya Index Solution 2040 Port Z,NAS
AVIVARENTAVA.BC,Aviva Renta Variable Zona No Euro A FI,BAR
XXINTEBB2O01.MX,XXINTEB B2O01,MEX
OAKMX,Oakmark I,NAS
DRRYX,Dreyfus Global Real Return Y,NAS
ESPCX,Wells Fargo Special Small Cap Value C,NAS
TWEIX,American Century Equity Income Inv,NAS
XF96.HM,JB MST ENERGY AD,HAM
JAGLX,Janus Global Life Sciences T,NAS
27503773.IR,MAG A&D/A/01/15/ELI,ISE
IE00B9400F35.IR,Odey Naver I GBP,ISE
F00000VR9V.TO,AGF Tactical Income Series Q,TOR
VCFIX,Voya Securitized Credit I,NAS
VLAIX,Value Line Asset Allocation Instl,NAS
ZXMA.TO,First Asset Mstar Intl Mom ETF CADH Adv,TOR
IE00BWVG1S50.IR,Legg Mason QS MV EurpEq Gr&Inc A Inc $ H,ISE
AMKBX,Invesco Moderate Allocation B,NAS
EVMNX,Eaton Vance MN Municipal Income B,NAS
AZERX,AQR Emerging Defensive Style R6,NAS
VKASFX,Build America Bonds Income Trus,NAS
DEOPX,Davenport Equity Opportunities,NAS
UMLGX,Columbia Select Large Cap Growth Z,NAS
IFUA.HM,LBBW BAL CR 75 D,HAM
F000002L02.TO,SunWise Elite Quotential Glbl Bal 75/100,TOR
122766.BO,Reliance Regular Savings Bal Dir Qtr Div,BSE
PTCSX,Principal LifeTime 2030 R4,NAS
GMDRX,Nationwide Inv Dest Mod R,NAS
PBSMX,Prudential Short-Term Corporate Bd A,NAS
PFOCX,PIMCO Foreign Bond (USD-Hedged) C,NAS
SMGPBX,"Smart Trust, Zacks GARP Composi",NAS
KR5232AY1893.KS,NH-Amundi Allset MoaMoa 15 Bond Bal C,KSC
S3216.MC,XUNING INVER,MCE
IE00BH65QN23.IR,Vanguard Glbl ShTerm Bd Idx Inst USD Acc,ISE
